brand,screen,procesor,RAM,Disk,Graphic Card,Operation System,Price(zł)
ASUS,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,6.499
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-1135G7,16,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,6.799
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i3-1115G4,8,512 GB SSD,Intel UHD Graphics,Brak,2.273
LENOVO,"14"", 2240 x 1400px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,5.299
ACER,"14"", 1920 x 1080px, Ekran dotykowy, 60Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Professional,8.899
MICROSOFT,"14.4"", 2400 x 1600px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,8.799
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Brak,3.189
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,4.299
ACER,"15.6"", 3840 x 2160px, Ekran dotykowy, 60Hz",Intel Core i7-11800H,32,1000 GB SSD,NVIDIA RTX A3000,Windows 11 Professional,14.539
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,3.399
MICROSOFT,"14.4"", 2400 x 1600px, Ekran dotykowy, 60 - 120Hz",Intel Core i7-11370H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,9.999
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Professional,6.399
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,4.799
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Professional,5.499
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.399
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Linux,4.899
DELL,"16"", 3072 x 1920px, 60Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,6.199
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,4.599
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.599
DELL,"16"", 1920 x 1200px, 60Hz",AMD Ryzen 5 5625U,8,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.999
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-12500H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,6.099
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.899
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Linux,4.499
DELL,"13"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,7.699
DELL,"16"", 1920 x 1200px, 60Hz",AMD Ryzen 5 5625U,8,512 GB SSD,AMD Radeon Graphics,Windows 11 Professional,4.199
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-12500H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Professional,6.299
DELL,"16"", 1920 x 1200px, 60Hz",AMD Ryzen 5 5625U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,4.299
HP,"17.3"", 1920 x 1080px, 144Hz",Intel Core i7-11370H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,5.499
HP,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.799
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.399
HP,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-11370H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,5.499
ASUS,"13.3"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,4.199
MSI,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-1280P,16,512 GB SSD,NVIDIA GeForce RTX 3060 Max-Q,Windows 11 Home,7.299
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Brak,3.899
ACER,"15.6"", 1920 x 1080px, 60Hz",Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,Windows 11 Home S,1.799
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11260H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Professional,5.099
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 6800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Brak,5.699
MSI,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1195G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,3.799
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 4800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Home,6.199
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 5 5600H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,Brak,4.699
MSI,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1155G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.999
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Brak,5.249
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Brak,7.899
ACER,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,9.799
ACER,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,9.449
ACER,"15.6"", 1920 x 1080px, 165Hz",Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,9.549
ASUS,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home,4.599
ASUS,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home,5.499
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 5800H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.399
LENOVO,"15.6"", 1920 x 1080px, 165Hz",Intel Core i5-11400H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.189
LENOVO,"16"", 2560 x 1600px, 60Hz",Intel Core i7-11370H,16,1000 GB SSD,NVIDIA GeForce MX450,Brak,5.049
MSI,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1155G7,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.999
LG ELECTRONICS POLSKA SP. Z O.O.,"17"", 2560 x 1600px, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,6.159
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.999
DYNABOOK,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,4.619
DELL,"13.3"", 1920 x 1200px, 60Hz",Intel Core i5-11320H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.199
MSI,"15.6"", 1920 x 1080px, 240Hz",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.799
LENOVO,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,5.899
MICROSOFT,"13"", 2880 x 1920px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.799
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,8.299
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home,9.999
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,3.149
HP,"16.1"", 1920 x 1080px, 144Hz",Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home,7.899
LG ELECTRONICS POLSKA SP. Z O.O.,"14"", 1920 x 1200px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,4.835
HP,"16.1"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,Windows 10 Home,7.999
LG ELECTRONICS POLSKA SP. Z O.O.,"14"", 1920 x 1200px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.489
MICROSOFT,"14.4"", 2400 x 1600px, Ekran dotykowy, 60 - 120Hz",Intel Core i5-11300H,16,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,7.899
MSI,"16"", 2560 x 1600px, Ekran dotykowy, 165Hz",32,2000 GB SSD,NVIDIA GeForce RTX 3070 Ti Max-Q,Windows 11 Professional,2.5 - 5.0,16.599
ASUS,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 6800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,5.099
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 5800H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,3.999
LG ELECTRONICS POLSKA SP. Z O.O.,"17"", 2560 x 1600px, 60Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,6.154
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.559
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,4.299
LG ELECTRONICS POLSKA SP. Z O.O.,"16"", 2560 x 1600px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.099
MSI,"15.6"", 1920 x 1080px, 240Hz",AMD Ryzen 9 5900HX,16,1000 GB SSD,AMD Radeon RX 6700M,Windows 10 Home,8.999
DELL,"17.3"", 1920 x 1080px, 165Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3070,Windows 11 Home,13.899
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10500H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,5.099
ACER,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,8,256 GB SSD,NVIDIA GeForce GTX 1650,Brak,3.799
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,16,1000 GB SSD,Intel Iris Xe Graphics,Windows 11 Professional,4.466
DELL,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,Windows 11 Professional,3.099
DELL,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 11 Professional,6.999
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,NVIDIA GeForce MX330,Windows 11 Professional,4.599
DELL,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1165G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional,4.599
HP,"13.3"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.149
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10500H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,4.699
DELL,"13.3"", 2560 x 1600px, 60Hz",Intel Core i5-11320H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Professional,4.699
ASUS,"15.6"", 2560 x 1440px, 165Hz",AMD Ryzen 9 5900HX,16,512 GB SSD,AMD Radeon RX 6800M,Windows 11 Home,8.599
ACER,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,32,1000 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),7.559
HP,"15.6"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.699
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,6.599
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,6.499
MSI,"15.6"", 2560 x 1440px, 165Hz",Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,9.999
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.899
MICROSOFT,"10.5"", 1920 x 1280px, Ekran dotykowy, 60Hz",Intel Pentium Gold 6500Y,8,128 GB SSD,Intel UHD Graphics 615,Windows 11 Home S,3.299
LENOVO,"13.3"", 2560 x 1600px",Intel Core i5-10210U,16,1000 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.099
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i7-11370H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,3.899
ACER,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),9.999
ACER,"17.3"", 1920 x 1080px, 144Hz",AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.999
ASUS,"14"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3060,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.799
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.599
APPLE,"13.3"", 2560 x 1600px",Intel Core i5-1038NG7,16,512 GB SSD,Intel Iris Plus Graphics,macOS Catalina,9.899
HUAWEI,"12.6"", 2560 x 1600px, Ekran dotykowy, 60Hz",Intel Core i5-1130G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,5.699
ASUS,"14"", 2880 x 1800px, Ekran dotykowy, 90Hz",Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home,6.399
ASUS,"14"", 1920 x 1080px, 144Hz",AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.499
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.999
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.799
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,8,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.199
ASUS,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.999
ASUS,"15.6"", 1920 x 1080px, 300Hz",AMD Ryzen 9 5900HX,16,512 GB SSD,AMD Radeon RX 6800M,Windows 11 Home,8.129
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i3-1115G4,8,512 GB SSD,Intel UHD Graphics,Windows 11 Home,2.637
ASUS,"14"", 2560 x 1440px, 120Hz",AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),5.999
LG ELECTRONICS POLSKA SP. Z O.O.,"14"", 1920 x 1200px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.599
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,3.799
DELL,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-10500H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Linux,3.799
TECHBITE,"14.1"", 1366 x 768px",Intel Celeron N3450,4,64 GB SSD,Intel HD Graphics 500,Windows 10 Professional,1.149
LENOVO,"15.6"", 1920 x 1080px, 144Hz",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Brak,6.699
APPLE,"13.3"", 2560 x 1600px",Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,5.617
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,3.849
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 4500U,16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home,3.399
DELL,"13.3"", 2560 x 1600px, 60Hz",Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.699
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,3.949
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.799
LENOVO,"14"", 1920 x 1080px, 60Hz",Intel Core i7-1065G7,8,512 GB SSD,Intel Iris Plus Graphics,Brak,3.199
ASUS,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel UHD Graphics,Brak,2.699
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,2.449
DELL,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,8,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),6.299
ACER,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,5.799
HP,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,4.999
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,256 GB SSD,Apple M1 (7 rdzeni),macOS Big Sur,6.199
LENOVO,"15.6"", 1920 x 1080px, 120Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,3.334
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,256 GB SSD,Apple M1 (7 rdzeni),macOS Big Sur,5.699
DELL,"14"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,Windows 11 Home,3.199
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 10 Home,4.699
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,7.649
ACER,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,5.249
ASUS,"14"", 1366 x 768px, 60Hz",Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,Windows 11 Home S,1.699
LENOVO,"15.6"", 1920 x 1080px, 120Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,3.199
APPLE,"13.3"", 2560 x 1600px",Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,5.617
HP,"16.1"", 1920 x 1080px, 144Hz",Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,4.799
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,Brak,4.799
DELL,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.999
LENOVO,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.799
ASUS,"15.6"", 1920 x 1080px, 144Hz",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,3.699
ASUS,"14"", 1366 x 768px, 60Hz",Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,Windows 11 Home S,1.399
ASUS,"15.6"", 1920 x 1080px",Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.999
LENOVO,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 11 Home,3.499
APPLE,"13.3"", 2560 x 1600px",Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,5.617
HUAWEI,"14"", 2160 x 1440px, Ekran dotykowy, 60Hz",Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),3.699
LENOVO,"15.6"", 1920 x 1080px, 165Hz",AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Brak,3.899
HP,"17.3"", 1920 x 1080px, 144Hz",Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050,Windows 11 Home,4.899
HUAWEI,"14.2"", 2520 x 1680px, Ekran dotykowy, 90Hz",Intel Core i5-11300H,8,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),4.999
APPLE,"13.3"", 2560 x 1600px, 60Hz",Apple M1,16,512 GB SSD,Apple M1 (8 rdzeni),macOS Big Sur,6.999
ACER,"14"", 1920 x 1080px, 60Hz",Intel Celeron N4500,4,128 GB Flash,Intel UHD Graphics,Windows 11 Home S,1.399
LENOVO,"17.3"", 1600 x 900px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.799
LENOVO,"17.3"", 1600 x 900px, 60Hz",AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,Brak,2.199
ACER,"14"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,3.299
HP,"15.6"", 1920 x 1080px, 60Hz",Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,Windows 11 Home,2.799
MSI,"14"", 1920 x 1080px, 60Hz",Intel Core i3-1115G4,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.699
HP,"15.6"", 1920 x 1080px, 60Hz",AMD Ryzen 3 5300U,4,256 GB SSD,AMD Radeon Graphics,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),2.199
ACER,"15.6"", 1920 x 1080px, 300Hz",Intel Core i7-10870H,16,1000 GB SSD,NVIDIA GeForce RTX 3080,Windows 10 Home (możliwość darmowej aktualizacji do Windows 11),9.699
